"Brand_encoded","age","Model_encoded","Car_Suv_encoded","UsedOrNew_encoded","Transmission_encoded","Kilometres_num","Cylinders","Engine_L","DriveType_encoded","FuelType_encoded","FuelConsumption_num","ColourExtInt_encoded","Location_encoded","BodyType_encoded","Doors_num","Seats_num","Brand_Model_encoded","Price"
35,20,223,20,0,1,93618,4,2.4,0,1,9.8,55,111,3,4,5,226,10890
35,3,494,160,0,1,15483,6,3,2,4,7.7,209,414,9,2,2,498,95888
35,10,308,37,0,0,198600,4,3,3,2,8.3,192,181,4,4,5,310,33990
12,16,219,35,0,1,157443,4,2.4,3,1,10,133,33,5,4,5,222,12990
25,4,237,35,0,1,46377,4,2.5,0,1,8.1,219,365,5,4,5,240,30990
12,6,219,35,0,1,45187,4,1.5,0,1,7.3,180,111,5,4,7,222,34990
23,6,130,5,0,1,24256,4,2.5,0,1,6.6,172,388,0,5,5,134,33488
25,7,237,35,0,1,100456,4,2,3,2,6.1,192,129,5,4,5,240,27950
25,9,120,5,0,1,110002,4,1.2,0,1,5.2,45,111,0,5,5,123,16490
35,12,343,35,0,1,211287,4,2,0,1,7.4,153,294,5,4,5,346,19888
8,8,74,5,0,0,88059,4,1.6,0,4,6.5,153,298,0,5,5,77,17790
19,12,190,35,0,1,140331,4,2,4,1,8.8,180,350,5,4,5,193,17970
42,15,371,35,0,1,169790,6,3,4,2,7.5,141,199,5,4,5,375,20990
15,16,37,5,0,1,122366,4,1.4,0,1,6.8,157,365,0,5,5,37,9987
27,16,42,5,0,1,211751,4,1.4,0,1,6.9,157,115,0,5,5,42,7999
35,6,317,35,0,1,26037,6,3.5,4,1,9.5,190,298,5,4,7,320,57990
20,7,212,35,0,1,28398,4,2.4,0,1,6.8,218,488,5,4,7,215,30900
13,13,162,5,0,0,144730,4,1.8,0,1,6.5,219,129,0,5,5,165,11990
35,7,308,37,0,1,222509,4,2.7,2,1,10.4,218,298,4,4,5,310,25990
15,10,226,35,0,1,100635,6,3.5,0,4,9.9,180,129,5,4,7,230,28999
23,13,100,5,0,1,101443,4,1.5,0,1,6.8,139,185,0,5,5,102,12990
13,5,231,35,0,1,65729,4,2,0,1,7.2,142,228,5,4,5,234,22990
31,20,128,5,0,1,196573,4,1.4,0,4,10.9,202,138,0,5,5,131,8399
27,27,104,20,0,1,237066,6,4,2,1,12.5,82,129,3,4,5,106,14990
35,4,317,35,0,1,53000,4,2.5,4,5,5.6,219,531,5,5,7,320,76888
35,5,343,35,0,1,185959,4,2.5,4,5,4.8,192,548,5,5,5,346,37990
16,5,180,35,0,1,35282,4,2,4,1,7,326,506,5,4,5,183,37999
35,11,194,5,0,1,128815,4,1.8,0,1,6.6,72,129,0,5,5,197,18990
23,16,338,35,0,1,170100,6,3.7,3,1,13,133,185,5,4,7,342,14490
12,11,219,35,0,1,187514,4,2.2,3,2,6.9,180,78,5,4,5,222,15755
15,10,226,35,0,1,130247,6,3.5,0,4,9.9,202,185,5,4,7,230,23990
15,7,177,35,0,1,94142,4,2.5,3,1,8.3,153,129,5,4,5,180,26990
43,5,509,20,0,1,7045,8,4,2,4,10.4,326,513,3,4,5,513,175990
13,6,162,5,0,1,51031,4,2,0,1,7.4,157,228,0,4,5,165,19990
20,6,212,35,0,1,53469,4,2.4,0,1,6.8,192,404,5,4,7,215,34875
42,9,268,20,0,1,65037,4,2,4,4,6.3,219,513,3,4,5,271,36987
19,7,164,20,0,1,38118,4,2,0,1,7.4,289,506,3,4,5,167,24999
23,19,130,5,0,0,151606,4,2.3,0,4,10,139,88,0,5,5,134,14990
19,4,337,35,0,1,16129,4,2,0,1,6.8,219,435,5,4,5,341,35990
15,12,226,35,0,1,233000,6,3.5,0,4,9.9,39,153,5,4,7,230,13990
27,6,330,37,0,1,120066,4,2.2,2,2,7.8,218,298,4,4,5,333,31990
19,7,164,20,0,1,33493,4,2,0,1,7.4,184,506,3,4,5,167,24499
35,3,194,5,0,1,6619,4,1.8,0,5,4.2,180,338,0,5,5,197,47888
15,6,177,35,0,1,102011,4,2.5,3,1,8.3,153,129,5,4,5,180,25890
23,18,130,20,0,1,221887,4,2,0,1,8.4,180,129,3,4,5,134,8990
38,10,348,35,0,1,101040,4,2,4,2,4.9,272,513,5,4,5,351,25987
13,5,231,35,0,1,61825,4,2,0,1,7.2,218,228,5,4,5,234,22990
23,8,303,37,0,0,196493,5,3.2,2,2,8.4,142,129,4,4,4,305,22990
42,14,371,35,0,1,149850,6,3,4,2,7.5,226,129,5,4,5,375,18888
39,10,309,37,0,1,241220,4,3,3,2,8.1,218,298,4,4,5,311,31990
5,15,67,13,0,1,149010,6,2.7,0,4,10.3,54,111,2,4,7,68,11501
31,7,250,35,0,1,63922,4,2,4,2,5.4,328,513,5,4,5,253,35990
27,6,395,35,0,1,15347,5,3.2,3,2,8.5,209,365,5,4,7,399,59990
31,8,128,5,0,1,97244,4,1.8,0,4,5.7,133,298,0,5,5,131,24888
23,22,17,13,0,1,201603,6,3,0,1,13,192,129,2,4,7,17,7999
13,7,162,5,0,1,71775,4,2,0,1,7.4,133,228,0,4,5,165,19990
27,7,330,37,0,1,67386,5,3.2,3,2,8.9,238,441,4,4,5,333,39990
15,3,226,35,0,1,12256,6,3.5,3,4,10.5,272,129,5,4,8,230,75990
42,8,295,35,0,1,39348,4,1.4,0,4,5.3,218,138,5,4,5,297,34990
43,16,151,20,0,1,81982,6,3.5,2,4,11,105,421,3,4,4,153,21990
23,4,130,5,0,1,21777,4,2,0,1,6.2,180,298,0,5,5,134,31990
22,3,259,35,0,1,10411,4,1.5,0,1,7.3,218,365,5,4,5,262,31890
35,20,15,20,0,1,167087,4,1.5,0,1,6.6,164,73,3,4,5,15,7999
35,8,223,20,0,1,174095,4,2.5,0,1,7.9,142,229,3,4,5,226,16990
27,6,395,35,0,1,64384,4,2,3,2,7.1,227,435,5,4,7,399,60888
33,10,296,13,0,1,202702,4,2,0,2,5.6,226,294,2,4,5,298,15990
35,4,343,35,0,1,45563,4,2.5,0,5,4.7,157,531,5,5,5,346,49333
15,9,170,35,0,1,142000,4,1.6,4,4,6.5,157,404,5,4,5,173,17900
20,8,251,37,0,0,44785,4,2.4,3,2,7.2,218,312,4,4,5,254,39990
11,8,203,35,0,1,96340,4,1.4,0,1,5.9,157,129,5,4,5,206,22990
15,13,48,35,0,1,121894,4,2,0,1,8.2,209,20,5,4,5,48,11990
12,18,78,5,0,1,244000,4,1.5,0,1,6.1,219,517,0,5,5,79,7990
20,6,251,37,0,1,89896,4,2.4,3,2,7.6,218,277,4,4,5,254,43990
12,4,219,35,0,1,70,4,1.5,4,1,7.4,270,388,5,4,5,222,52990
35,3,223,20,0,1,36475,4,2.5,0,5,4.5,153,277,3,4,5,226,43990
12,12,78,5,0,0,116762,4,1.3,0,1,5.8,139,20,0,5,5,79,11490
19,4,164,5,0,1,29780,4,1.6,0,1,6.8,272,404,0,5,5,167,41444
19,8,190,35,0,1,69835,4,2,0,1,7.9,153,380,5,4,5,193,26890
46,7,383,5,0,1,18200,4,1.8,0,5,4.1,176,506,0,5,5,387,43990
31,9,321,35,0,1,97525,4,2,4,4,8.1,161,311,5,4,5,324,31590
8,18,69,35,0,1,220454,4,2,3,2,8.7,202,95,5,4,7,70,5499
35,8,223,20,0,1,115319,4,2.5,0,5,5.2,133,185,3,4,5,226,31990
23,8,130,20,0,1,80843,4,2.5,0,1,6,270,548,3,4,5,134,28950
35,3,343,35,0,1,33475,4,2,0,1,6,157,415,5,5,5,346,55990
59,8,567,159,0,1,12162,8,3.9,2,4,10.5,503,548,8,2,4,572,349990
16,26,134,20,0,1,184482,4,2,4,1,9.6,133,95,3,4,5,137,4999
13,5,231,35,0,1,60604,4,2,0,1,7.2,218,228,5,4,5,234,22490
35,5,152,5,0,1,8321,3,1.5,0,1,4.9,219,298,0,5,5,154,29990
12,5,185,5,0,1,33671,4,1.5,0,1,6,326,380,0,5,5,188,33890
12,10,219,35,0,1,116874,4,2,0,1,7.7,226,129,5,4,5,222,26089
35,5,152,5,0,1,16852,3,1.5,0,1,4.9,180,298,0,5,5,154,33990
15,6,205,37,0,1,83500,4,2.3,3,2,7,226,488,4,4,5,208,52850
37,8,281,35,0,1,76000,6,3,3,2,7.5,192,237,5,4,5,339,47975
42,6,229,125,0,1,21748,4,1.4,0,4,5,153,513,7,4,5,233,37990
38,11,348,35,0,1,161646,5,2.4,4,2,6.9,75,513,5,4,5,351,23990
16,13,141,5,0,1,148670,4,2,4,1,6.8,90,129,0,5,5,144,15950
19,6,307,13,0,1,53355,4,2.2,0,2,7.6,226,506,2,4,8,309,39990
42,13,181,5,0,1,114382,4,1.4,0,4,5.3,92,294,0,3,4,184,15990
49,7,230,37,0,1,48275,4,2.8,3,2,8.6,218,421,4,4,5,421,57990
8,26,178,20,0,1,201000,6,3.8,2,1,12.5,192,534,3,4,5,181,9990
13,7,197,19,0,1,128163,4,2.5,2,2,8.8,192,185,1,4,3,200,33990
20,11,292,35,0,1,148390,4,3.2,3,2,9,133,237,5,4,7,294,29975
42,3,229,196,2,1,2348,4,1.5,0,4,4.9,226,513,3,4,5,233,54990
19,3,307,13,0,1,15096,4,2.2,0,2,6.5,361,441,2,4,8,309,56990
8,7,69,35,0,1,114737,4,2.2,4,2,8.1,218,491,5,4,7,70,19990
16,8,224,35,0,1,123280,4,2,4,2,6.3,218,404,5,4,5,227,25900
13,6,162,5,0,1,61504,4,2,0,1,7.4,133,228,0,4,5,165,20990
35,7,223,20,0,1,42850,4,2.5,0,5,4.2,192,298,3,4,5,226,38880
8,21,74,5,0,1,114212,4,1.8,0,1,8,202,129,0,5,5,77,7999
35,8,455,37,0,0,200843,8,4.5,3,2,10.7,142,298,4,2,2,460,77990
11,9,203,35,0,1,132707,4,1.4,0,1,5.9,192,404,5,4,5,206,22900
53,7,462,35,0,1,92104,4,2,4,4,7.4,218,506,5,4,5,467,64880
23,4,248,35,0,1,16926,4,2.5,4,1,7.5,139,404,5,4,5,251,51950
16,5,173,35,0,1,66725,4,2.5,4,1,7.4,180,245,5,4,5,176,34888
15,8,226,35,0,1,74131,6,3.5,0,4,9.9,218,386,5,4,7,230,34705
35,7,194,5,0,1,145615,4,1.8,0,1,6.1,139,181,0,5,5,197,17990
20,9,292,35,0,1,65430,4,2.4,3,2,8,231,311,5,4,5,294,38990
20,11,251,37,0,0,273670,4,2.5,2,2,8,218,294,4,2,2,254,12990
23,3,316,35,0,1,775,4,2,0,1,6.5,218,513,5,4,5,319,42455
43,8,471,35,0,1,87539,6,3,4,2,7.6,326,506,5,4,7,475,84800
31,6,352,37,0,1,75064,6,3,3,2,9,337,415,4,4,5,355,51990
20,15,212,35,0,1,148835,4,2.4,3,1,9.3,180,277,5,4,5,215,15990
43,3,539,20,0,1,2405,6,3,4,5,8.6,242,506,3,4,5,544,229800
13,6,162,5,0,1,26644,4,2,0,1,7.4,192,185,0,4,5,165,27490
25,5,237,35,0,1,53661,4,2.5,0,1,8.1,72,228,5,4,5,240,24990
35,5,343,35,0,1,23432,4,2.5,4,5,4.8,449,298,5,5,5,346,63990
40,3,554,20,0,1,7403,8,4.4,4,4,10.7,192,548,3,4,5,559,299990
23,10,303,37,0,1,223988,5,3.2,3,2,9.2,219,298,4,4,5,305,29600
15,5,177,35,0,1,61152,4,2.5,0,1,8.1,209,404,5,4,7,180,30443
23,8,248,35,0,1,124739,4,2,0,1,6.9,192,277,5,4,5,251,26990
8,7,113,35,0,1,82634,4,1.4,0,1,6.7,226,129,5,4,5,116,21999
15,7,205,37,0,1,102620,4,2.3,3,2,7,218,506,4,4,5,208,39990
22,4,238,35,0,1,21075,NA,NA,0,6,0,301,380,5,4,5,241,35890
16,7,173,35,0,1,57903,4,2.5,4,1,8.1,218,338,5,4,5,176,31850
35,2,343,35,0,1,18,4,2.5,4,5,4.8,219,129,5,5,5,346,65000
23,31,89,19,0,1,183197,4,2,2,1,0,192,95,1,2,3,90,14999
35,5,194,20,0,1,64705,4,1.8,0,5,3.5,218,414,3,4,5,197,32490
8,7,230,37,0,1,47977,4,2.8,3,2,9,180,531,4,4,5,229,39990
12,19,185,20,0,1,152117,4,1.8,0,1,7.2,82,415,3,4,5,188,9650
33,6,294,13,0,1,32448,4,2,0,4,6.5,241,513,2,4,5,296,40200
31,6,321,35,0,1,39923,4,2,4,4,7.5,344,380,5,4,5,324,37890
42,7,371,35,0,1,30911,4,2,4,4,7.3,180,513,5,4,5,375,59990
20,4,212,35,0,1,35321,4,2.4,4,1,7.2,218,312,5,4,7,215,38990
13,10,129,5,0,1,114722,4,1.4,0,1,5.9,157,129,0,5,5,132,13990
40,10,326,35,0,1,94988,4,2,3,2,5.4,218,129,5,4,5,329,27490
15,3,489,160,0,1,1945,6,3,2,4,9.8,460,380,9,2,2,493,92888
25,4,237,35,0,1,42033,4,2.5,0,1,8.1,219,365,5,4,5,240,30999
8,8,230,37,0,1,209667,4,2.8,3,2,9.1,192,237,4,4,5,229,25975
23,10,248,35,0,1,164146,4,2.2,4,2,5.7,153,298,5,4,5,251,26777
8,14,39,20,0,1,182000,4,1.8,0,1,7.5,130,78,3,4,5,39,7800
20,8,292,35,0,1,115467,4,2.4,3,2,8,227,386,5,4,7,294,39705
48,7,459,35,0,1,73576,6,3,3,2,7.2,272,487,5,4,5,464,76800
23,3,248,35,0,1,14333,4,2.5,0,1,7.5,172,548,5,4,5,251,41950
43,4,360,20,0,1,14251,4,1.3,0,1,5.7,350,548,3,4,5,364,54800
27,4,235,35,0,1,28180,3,1,0,4,5.3,111,506,5,5,5,238,33990
31,3,398,145,1,1,20,4,2,4,4,7.3,180,533,5,4,5,402,53366
15,5,177,35,0,1,77144,4,2.5,0,1,7.9,90,447,5,4,5,180,26990
27,4,235,35,0,1,11393,3,1,0,4,5.3,133,365,5,5,5,238,31990
23,10,100,5,0,1,137499,4,1.5,0,1,4.9,202,33,0,5,5,102,13990
27,13,330,37,0,0,119078,4,2.5,2,1,9.8,142,73,4,2,2,333,16750
12,9,195,35,0,1,84523,4,1.8,0,1,6.9,209,99,5,4,5,198,21990
22,2,227,43,1,1,10,3,1.3,0,3,7.3,272,129,5,5,5,231,30990
43,5,397,159,0,1,8388,4,2,2,1,7.6,218,552,8,2,4,401,1e+05
35,2,308,37,0,0,2047,4,2.7,0,1,11.1,218,506,4,2,2,310,35990
35,4,194,5,0,1,33753,4,1.8,0,5,4.2,142,228,0,5,5,197,32990
31,8,352,37,0,1,96907,6,3,3,2,7.8,154,404,4,4,5,355,42777
35,5,343,35,0,1,52237,4,2.5,0,5,4.7,133,516,5,5,5,346,48480
35,4,194,5,0,1,39616,4,1.8,0,5,4.2,184,506,0,5,5,197,34495
42,3,371,196,2,1,2164,4,2,4,5,5.4,272,513,5,4,5,375,89990
33,4,312,35,0,1,53056,4,1.5,0,4,5.6,272,491,5,4,5,314,36990
15,7,177,35,0,1,98055,4,2.5,3,1,8.3,219,129,5,4,5,180,26990
40,7,326,35,0,1,119500,4,2,3,4,7.6,219,294,5,4,5,329,48888
8,12,230,37,0,0,239242,4,2.8,2,2,7.8,133,237,4,4,5,229,19975
22,2,119,43,1,1,10,4,1.5,0,3,6.7,218,129,0,5,5,122,18990
35,4,343,35,0,1,51025,4,2.5,0,5,4.7,192,516,5,5,5,346,50380
28,4,256,19,0,1,25413,4,2,2,2,8.2,192,488,1,4,2,259,30990
35,5,409,35,0,1,92927,4,2.8,3,2,7.6,133,513,5,4,7,413,58990
43,4,480,35,0,1,22148,4,2,2,4,7.8,399,548,5,4,5,484,69800
35,5,343,35,0,1,21093,4,2,0,1,6.5,153,491,5,5,5,346,49850
40,6,326,35,0,1,43723,4,2,3,1,7.4,218,513,5,4,5,329,52611
43,7,509,160,0,1,86930,8,4,2,4,8.7,326,506,9,2,4,513,119800
35,10,223,20,0,1,132500,4,2.5,0,1,7.9,280,153,3,4,5,226,20990
8,12,39,20,0,0,50707,4,1.6,0,1,7.4,28,111,3,4,5,39,13890
46,7,386,35,0,1,45584,4,2,4,4,7.9,328,404,5,4,5,390,53888
15,15,48,35,0,0,173342,4,2,0,1,8.1,22,298,5,4,5,48,12490
13,15,93,35,0,1,181647,4,2,4,2,7.5,180,129,5,4,5,94,14450
23,3,316,35,0,1,10291,4,2,0,1,6.5,328,548,5,4,5,319,41950
31,6,321,35,0,1,30000,4,2,4,4,8.1,297,311,5,4,5,324,47950
20,3,242,35,0,1,11606,4,2.4,4,3,1.9,270,491,5,4,5,245,56800
35,4,343,35,0,1,44201,4,2.5,0,5,4.7,90,415,5,5,5,346,49990
20,12,53,5,0,1,65400,3,1.2,0,1,4.6,26,181,0,5,5,53,12990
15,9,205,37,0,1,105237,4,2.3,2,2,6.9,218,506,4,4,5,208,30990
31,3,282,145,2,1,2500,3,1,0,4,5.4,218,533,5,4,5,284,37500
31,3,431,177,1,1,19,4,2,0,2,6.6,453,312,2,4,7,436,79000
23,12,303,37,0,1,235159,5,3.2,3,2,9.2,187,365,4,4,5,305,25987
13,4,231,35,0,1,41957,4,2,0,1,6.2,218,491,5,4,5,234,37900
42,18,356,35,0,1,272450,6,3,4,2,10.5,209,77,5,4,5,360,9999
46,2,546,35,0,1,11,6,3.3,4,2,8.9,391,552,5,4,5,551,198000
43,8,453,20,0,1,119000,4,2,4,4,6.9,328,548,3,4,5,458,52990
35,8,223,20,0,1,65330,4,2.5,0,1,7.9,218,312,3,4,5,226,26990
15,3,210,103,2,1,1542,4,1.3,0,4,6.1,291,380,5,4,5,213,45990
8,7,113,35,0,1,56932,4,1.4,0,1,6.7,92,386,5,4,5,116,21705
35,4,317,35,0,1,21506,4,2.5,4,5,5.6,218,491,5,5,7,320,86850
15,20,177,35,0,0,192870,4,2.5,3,1,9.5,50,153,5,4,5,180,8990
19,6,164,20,0,1,62563,4,2,0,1,7.4,226,415,3,4,5,167,24990
12,7,219,35,0,1,44189,4,1.5,0,1,7.3,227,386,5,4,7,222,38705
23,10,130,20,0,1,96335,4,2.5,0,1,6,150,294,3,4,5,134,22999
20,9,169,35,0,1,216410,4,2,0,1,7.4,192,20,5,4,5,172,13980
8,14,69,35,0,1,177200,4,2.2,4,2,8.3,133,129,5,4,7,70,11499
35,5,194,5,0,1,35511,4,1.8,0,5,4.2,154,531,0,5,5,197,41500
33,5,296,13,0,1,11185,4,2,4,4,7.1,356,491,2,4,5,298,56800
22,3,259,43,2,1,20,4,1.5,0,5,1.7,272,129,5,5,5,262,44990
43,9,341,20,0,1,55983,6,3,2,2,5.6,412,506,3,4,5,344,68800
15,17,26,5,0,1,147840,4,1.8,0,1,7.8,12,111,0,5,5,26,9555
35,13,343,35,0,1,212788,4,2.4,3,1,9.6,130,99,5,4,5,346,14888
27,4,235,35,0,1,21436,3,1,0,4,5.3,175,435,5,5,5,238,32888
35,15,152,5,0,0,160000,4,1.3,0,1,6,153,517,0,5,5,154,8990
35,18,223,20,0,1,212140,4,2.4,0,1,9.9,202,20,3,4,5,226,9989
42,3,553,35,0,1,2604,NA,NA,4,6,0,301,513,5,4,5,558,158990
25,2,287,78,1,1,10,4,1.3,0,3,6.6,253,506,5,4,4,289,41888
20,5,212,35,0,1,50603,4,2.3,4,2,6.2,226,491,5,4,7,215,35990
35,10,223,20,0,1,128100,4,2.5,0,5,5.2,154,185,3,4,5,226,26990
43,3,480,35,0,1,10295,4,2,4,4,8.2,493,548,5,4,5,484,96800
42,15,371,35,0,1,140775,4,2,4,2,6.8,202,99,5,4,5,375,17488
8,16,154,20,0,1,147892,6,3.6,2,1,11,45,298,3,4,5,157,16490
35,9,194,5,0,1,42232,4,1.8,0,1,6.1,152,404,0,5,5,197,23990
23,4,303,37,0,1,22420,4,3,0,2,7.7,142,298,4,4,5,305,45990
40,17,401,35,0,1,213322,6,3,3,2,8.7,209,24,5,4,5,405,14500
42,7,371,35,0,1,93602,6,3,4,2,6.3,304,513,5,4,5,375,46990
48,16,459,35,0,1,207457,6,3,3,2,9.2,192,153,5,4,5,464,19900
33,4,296,13,0,1,33096,4,2,4,4,7.1,376,491,2,4,5,298,59750
23,17,130,20,0,1,282382,4,2,0,1,8.4,202,20,3,4,5,134,5989
39,10,309,37,0,0,291081,4,3,3,2,8.3,218,298,4,2,4,311,24990
35,6,223,20,0,1,20931,4,2.5,0,5,4.2,218,338,3,4,5,226,41450
19,11,164,5,0,1,68050,4,2,0,1,7.4,192,181,0,5,5,167,21990
13,9,233,35,0,1,70132,4,2,0,1,7.9,142,415,5,4,5,236,25990
22,3,259,35,0,1,12974,4,1.5,0,1,7.3,153,365,5,4,5,262,31890
33,11,294,5,0,1,96546,4,2,0,4,6.6,152,294,0,5,5,296,23990
20,11,251,37,0,0,145350,4,2.5,3,2,8.3,226,350,4,4,5,254,26470
35,8,194,20,0,1,21177,4,1.8,0,1,6.6,162,506,3,4,5,197,25999
23,13,130,5,0,1,122331,4,2,0,1,8.2,133,129,0,5,5,134,16999
43,14,247,13,0,1,118954,4,1.8,2,4,7.4,96,298,2,4,5,250,23990
33,3,296,13,0,1,17284,4,2,0,4,7.2,218,491,2,4,5,298,52800
13,10,111,20,0,1,144983,4,1.7,0,2,5.6,192,129,3,4,5,114,14999
35,17,171,13,0,1,203356,4,2.4,0,1,9.5,192,129,2,4,8,174,12888
12,4,195,35,0,1,17500,4,1.8,0,1,6.9,165,311,5,4,5,198,31950
15,13,205,37,0,0,272360,4,2.5,2,2,8.3,157,153,4,4,5,208,9990
31,5,321,35,0,1,31000,4,2,4,4,8.1,329,311,5,4,5,324,50990
27,15,104,20,0,1,118699,6,4,2,1,10.1,111,365,3,4,5,106,18800
8,11,41,5,0,0,142142,4,1.2,0,1,5.2,153,129,0,5,5,41,11501
15,4,170,35,0,1,30104,3,1,0,4,5.8,218,506,5,5,5,173,29990
20,12,71,20,0,1,126551,4,2,0,1,7.2,180,338,3,4,5,72,14650
23,7,338,35,0,1,78151,4,2.5,0,1,8.4,226,513,5,4,7,342,39490
33,3,378,35,0,1,10777,4,2,3,4,8.2,152,491,5,4,7,382,47400
11,11,43,5,0,1,97387,3,1,0,4,5.2,272,129,0,5,4,43,11990
40,4,241,35,0,1,43412,4,2,0,4,6.1,253,488,5,4,5,244,52490
8,15,178,13,0,1,184197,6,3.6,2,1,10.3,209,129,2,4,5,181,14999
35,16,308,37,0,1,224605,4,2.7,2,1,11,180,153,4,4,5,310,17950
8,21,38,37,0,0,383111,4,3,3,2,0,133,20,4,2,2,38,9990
27,18,42,5,0,0,179138,4,1.6,0,4,6.6,133,58,0,3,5,42,4999
8,14,154,37,0,1,183226,6,3.6,2,1,10.1,218,129,4,2,2,157,21923
42,9,353,20,0,1,131161,4,2,4,4,6.9,328,386,3,4,5,356,34705
20,7,169,35,0,1,85945,4,2,0,1,7.6,151,506,5,4,5,172,23999
27,8,330,37,0,1,178749,4,2.2,3,2,8.1,218,298,4,4,5,333,27990
37,11,281,35,0,1,122026,6,3,3,2,7.5,192,185,5,4,5,339,21990
27,7,330,37,0,1,98058,4,2.2,2,2,7.5,130,488,4,4,5,333,34980
43,12,127,35,0,1,181054,6,3,4,2,7.3,192,185,5,4,5,130,26990
16,7,173,35,0,1,136521,4,2.5,4,1,7.4,180,294,5,4,5,176,30990
13,24,97,20,0,1,118937,4,1.8,0,1,9,192,111,3,4,5,98,5999
43,6,273,13,0,1,97072,4,1.6,0,4,6.1,234,548,2,4,5,276,39800
15,12,205,37,0,0,236582,4,2.5,2,2,8.3,153,153,4,4,5,208,15990
31,9,236,19,0,1,197798,4,2,0,2,8.2,198,199,1,2,2,239,44990
43,7,517,35,0,1,46214,8,5.5,4,4,11.9,370,506,5,4,5,521,164800
23,9,303,37,0,0,96022,4,2.2,2,2,7.6,192,115,4,2,3,305,18999
40,13,241,35,0,1,161000,4,2,4,2,6.2,130,243,5,4,5,244,16888
23,9,130,5,0,1,75934,4,2,0,1,5.8,139,513,0,5,5,134,18990
43,10,247,20,0,1,127200,4,2.1,2,2,4.5,272,129,3,4,5,250,30888
35,4,194,5,0,1,56833,4,1.8,0,5,4.2,218,338,0,5,5,197,33888
19,8,190,35,0,1,59052,4,2,0,1,7.9,289,506,5,4,5,193,26499
19,13,276,35,0,1,123712,6,3.5,0,1,10,192,73,5,4,7,279,16999
27,13,104,20,0,1,160586,6,4,2,1,9.9,209,129,3,4,5,106,16999
20,6,251,37,0,1,73698,4,2.4,3,2,8.6,209,138,4,4,5,254,38999
25,3,287,95,2,1,1250,4,1.3,0,4,6.6,326,513,5,4,4,289,42990
12,8,219,35,0,1,74014,4,1.5,4,1,7.4,150,506,5,4,5,222,31999
35,9,343,35,0,1,79000,4,2.5,4,1,8.5,209,350,5,4,5,346,30000
42,7,354,35,0,1,34958,4,1.4,0,4,5.9,202,366,5,4,5,358,36990
43,18,146,5,0,1,141256,4,2,0,4,9.3,202,185,0,5,5,149,9990
15,17,314,37,0,0,241246,4,3,3,2,12.5,142,365,4,2,3,317,24800
46,13,179,5,0,1,96851,4,1.8,0,5,4.1,253,380,0,5,5,182,21590
35,12,317,35,0,1,188500,6,3.5,0,1,11,180,517,5,4,7,320,19990
8,6,113,35,0,1,100025,4,1.4,0,1,6.7,168,506,5,4,5,116,20495
31,3,432,145,1,1,20,4,2,4,4,7.7,219,533,0,5,5,437,83157
31,3,352,37,0,1,13384,6,3,3,2,9.5,218,380,4,4,5,355,78690
27,8,124,5,0,0,83052,4,2.3,4,4,8.1,219,506,0,5,5,127,41987
40,7,245,5,0,1,57081,3,1.5,2,4,5.2,192,404,0,5,5,248,31888
35,8,317,35,0,1,72054,6,3.5,4,1,9.5,150,506,5,4,7,320,48490
15,12,205,37,0,1,236582,6,3,3,2,9.5,142,73,4,4,5,208,20990
35,5,283,35,0,1,9331,4,1.2,0,4,6.4,180,506,5,4,5,285,41991
35,24,455,35,0,1,223879,6,4.5,3,1,0,157,365,5,4,8,460,19999
15,8,177,35,0,1,61669,4,2.5,0,1,7.9,107,488,5,4,5,180,26900
20,15,71,5,0,1,181000,4,2,0,1,8.3,272,513,0,5,5,72,9500
38,10,348,35,0,1,103705,4,2,0,4,7,226,153,5,4,5,351,25950
8,7,69,35,0,1,52719,6,3,4,1,10.1,326,506,5,4,7,70,22490
31,3,282,35,0,1,19815,3,1,0,4,5.4,218,491,5,4,5,284,31750
35,8,308,37,0,1,204946,4,2.7,2,1,10.9,218,298,4,2,2,310,21990
27,21,104,20,0,1,194185,8,5.4,2,1,14.5,178,129,3,4,5,106,21990
35,5,194,5,0,1,66529,4,1.8,0,5,4.2,218,414,0,5,5,197,31490
15,20,314,37,0,0,449200,6,4.2,3,2,12.9,111,365,4,2,3,317,24999
8,7,230,37,0,1,139181,4,2.8,2,2,8.8,162,506,4,4,5,229,27490
48,6,459,35,0,1,59793,4,2,4,2,5.8,427,548,5,4,5,464,74990
35,7,283,35,0,1,86627,4,1.2,0,4,5.5,242,506,5,4,5,285,27995
13,7,254,35,0,1,79733,4,2.2,4,2,7.5,218,350,5,4,7,257,46970
20,7,292,35,0,1,79133,4,2.4,3,2,8,246,506,5,4,7,294,44995
43,7,385,35,0,1,64087,4,2,4,4,7.4,180,386,5,4,5,389,69868
8,10,113,35,0,1,97298,4,1.8,0,1,7.6,72,129,5,4,5,116,18999
13,24,97,20,0,1,216332,4,1.8,0,1,9,88,20,3,4,5,98,4989
20,18,292,35,0,1,382303,4,3.2,3,2,10.5,54,138,5,4,7,294,13488
20,7,292,35,0,1,108419,4,2.4,3,2,8,180,312,5,4,7,294,43888
19,4,132,5,0,0,12258,4,1.2,0,1,5,226,298,0,5,5,135,19990
8,13,69,35,0,1,129145,4,2.4,0,1,9.1,180,129,5,4,7,70,15669
13,5,162,5,0,1,73863,4,2,0,1,7.4,209,404,0,4,5,165,26900
19,4,196,35,0,1,47801,4,1.4,0,1,6.7,72,415,5,4,5,199,25990
